feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
0.5651039698689464,3.3691047897461597,0.34646441507724035,-0.018852626907433424,1.3163378457395079,-2.655162527053944,-0.69193796142633,-0.25469511067015926
-4.876293865172743,-2.01855452346274,4.256268977326674,4.364815182200394,0.35564509155053103,-0.7777575978729612,0.7173500515966168,-0.8618571420711866
-3.972650658276891,0.8380925085200215,2.152908775341513,0.38849229002903196,0.8933116625866339,0.8121458521962801,-0.6410506760790078,-1.0894305487645861
-2.3841657618257823,-0.1928680578248876,-0.32550475170713256,0.3374110104288777,0.23245191947288626,0.07306725338786892,-0.28652348471535305,-0.48846715929721335
-3.1320302972772884,0.48344529307520734,-1.5649186352882392,-1.643346943883567,0.02462067507569137,-0.31703814217159504,-0.12761462926291403,-0.20760896955085306
-4.204852217383486,2.327726590993592,1.4835503001489647,1.8770260293959442,1.587835028738904,0.16081445493718388,1.9235803950829593,1.416265393978464
-1.9653005981857452,1.650186437661996,-0.041439519929697514,-1.390313037936476,-2.414060525095035,0.25578964066483056,0.39171005192914843,0.8223748455003033
3.506970710440049,-2.391858983604484,-1.0054877138301919,-0.4457836520128285,-0.4789732449038966,-1.0407763543675794,0.258687214819344,-0.14901743383395147
-0.17381663071234763,-0.23471840606398917,0.7405525392201334,0.5964052286420438,-2.9346295304186927,0.15500637292292202,-0.4001594989167988,-0.14520760795307688
-4.00879686190072,-0.4492871983934548,1.867083178639118,-1.7901824727163274,0.11596845910368866,0.3976042332768952,0.3947970746547746,0.8831142651288225
7.655957544071646,-3.7936876819515466,0.17498079074440112,-1.4541385844959094,0.08204287354247594,-0.5814032313065992,1.25169078062584,-0.49539085604616817
4.016764218349591,0.4135377473494181,-2.181391519345385,2.274411978269852,0.23692137272053193,0.2266879683156831,-0.024040129585955954,0.1491190932289543
4.556394712303958,-0.8449083234138379,-0.5986500997041834,-0.8102042802744324,0.2664837589050599,-1.352427275874276,-2.126670645440985,0.47240757569646674
-4.450245599111737,-3.0290450687073833,-0.12981511024698358,-0.6299138239728741,-1.459251719797186,1.288240796341097,0.0052511278161709455,0.38641553144890434
-2.08368980021698,0.02614056545431449,-0.31983381095173824,-1.8348110760757432,-1.1227519487456543,-0.08605465156537215,0.40249705072441105,0.2983296840819546
0.695962217836864,0.8275625466639356,-2.5713547913926065,0.7484535736894379,-1.076984893495592,-0.9290154881044419,-0.378103280390834,-0.014200180034772053
2.7898672757124547,0.5078559280569432,-0.5817698400775599,-0.42124506217923274,-0.37830040716311863,-1.2252233772273546,-0.9720088717797865,-0.06916451422868446
-2.94628299640331,-2.6228058603911384,-0.024088690353031184,0.2501089678667539,-0.5057378081167876,0.81302022041096,-0.4929981669696478,0.03581765668801288
-1.9913637419303625,-0.21456251284027603,-0.6693530712898511,0.05497829045393802,-0.031212562573964986,-0.01197686448382133,0.03505930724584037,-0.398513558154699
-4.565223086882946,-0.06147406342824948,1.260198513767187,-0.6648721304500487,2.0264046941135057,1.1712346522195736,0.3473077904748309,-0.047949877837555534
-0.668756119014146,-2.412136278475846,-1.583058985742945,0.437521193956443,-0.4568652490842239,3.2171740536120463,-0.18771056347266118,1.1642637753389842
-2.4061827363903894,0.661811178717569,-1.7280943334638552,-1.7594415240170684,0.6950835888584947,-0.9646979704684819,-0.05236676667854569,0.01360180864750501
-1.4189520281857722,1.5635900262080795,-0.8069908556820585,-0.7870745866459036,1.8186759288651586,-0.5192009957462853,-1.0337863441726858,0.001768793911459481
-4.8045614792228974,-2.206303693631376,-0.3421645282964809,-0.7083961154984821,-0.8829321423743711,-0.6616988967419077,0.17473267376320148,0.1205677212900341
-1.0992555860942526,-0.4052901624062565,-0.9321585916384062,-1.93735690495563,0.35976797019201456,-0.6335873599077166,-0.37424411616612113,-0.3016159034105997
2.3319859964555545,3.8306859942521005,-3.1435466175403683,-0.1318871363744705,0.905038943959788,-0.6097157451008347,0.4299668304039397,-0.26142341578465395
-4.138476918580865,-0.4405549824824579,1.166551565378199,3.114059590104701,-0.3315195349917649,0.028840499337805508,0.01189557941227239,-0.3611213899900389
-3.8533646337245595,-1.9061110728792996,0.5722102768020693,-0.7269122958494576,-0.2837690461730797,-0.023243539699021393,0.002666854524861591,0.5658328157855728
-3.5293440084009,1.740428862517024,-0.13452251745287794,-1.9293909763730364,0.6145350879542588,-0.8922176639244872,-0.12492446649285936,-0.5358215690593415
-2.9293417235635553,-1.3994597831629003,1.2415657924379382,2.6576086009110957,0.09611785712131139,-0.40679425045593853,-0.8240976525165943,0.6860756204908105
-1.2109029047367454,-0.11170604765620719,-0.9288387831340913,-1.4161284345012226,0.5129589364944782,-0.25853543548400576,-1.205350762393616,0.07917668586580993
-0.47243711723819476,2.258585048311282,0.6565865094088982,0.2653284157535173,-0.016894444881078583,0.6588207654451578,-1.00095372958438,0.15509649131831865
1.4344381619201354,-2.466200029259831,2.816887598149101,-0.7812010970588994,-1.7056656140763866,1.1400839273046395,0.09521716579406155,0.3312866205176139
7.409850784186467,1.8250741083973734,-0.17001272681315985,-2.527923150016082,2.4397674854499645,0.8245828825051094,1.1218712547316172,-1.5108750035497518
-1.988626084790497,1.4060174016561444,0.5374994892609668,-2.0111344347098847,0.5141092608023636,-1.9533724196205156,-1.0153681213456767,-0.7507993569652334
-3.139472902023145,-2.0072547070145514,0.4114318208910144,1.7103068049734502,-0.04280654275890392,-0.23899996929072367,-0.24225912561157714,-0.14883689782503096
-2.240721582211119,2.804966365293665,0.6449483426558273,-1.7512402862874903,3.539658363192139,2.2178688029960805,0.8521214754821762,-0.9851135535565244
2.0546989880588225,2.2584433985531525,0.9642722312095265,-1.9181262257241434,0.2628798118471976,-0.1410641403995977,0.7067506312876846,-0.18660976395070125
2.2343758476094107,4.266149699270411,1.728188943814373,-1.5255924494108273,-2.1403407716427805,1.301962010445174,-0.11953140835594121,-0.2585906047077458
1.2636032624662132,1.9524106957086278,-0.4107550163201813,0.5174480890096361,-3.7272916177720443,0.3928434735577188,1.1752692623291978,0.878986184052601
-4.062285060885443,1.2236569308555112,-0.19712155819674615,-0.8157409256274682,0.5663351588111665,-0.9247659745412757,-0.3481759626487031,1.2635034932511517
-1.9099651376958522,-0.8889798517281075,-0.11063735585329322,0.12965093217241253,0.5178996896006022,-0.3298454222023094,-0.5071319774969311,-0.5241007520706515
-2.239894417653425,-0.8102326172911992,1.074630259130118,2.6924137525504355,-0.7870507909497422,-0.38162670972191254,-0.7664867243440975,0.5973796330815238
10.970396734661096,-2.5039381414687294,0.6856932655287127,0.14534258962132016,-0.860126633703615,-2.3230755719741,0.7124360122335706,0.16352413522161802
-3.1700419765983083,-3.0093435050592547,0.1332030213277519,-0.9424968638862156,-0.3567058375053043,0.6833428631132532,-0.14714877564303674,0.03745126529518264
-0.9190478778179233,2.3204075401604705,-2.0666860892983787,-1.0857671342199156,1.3552145897717245,-0.5633868965854455,-0.2601803457189905,-1.0726565633672298
-2.9585217477038817,-0.6271054287410447,-0.4759171697532828,0.6579888204249634,-0.6245215773371501,-0.3408446071492599,0.5713060027397235,-0.30412034702712026
2.478837885118894,-1.5747717785176742,1.262817216937449,1.8493231743222038,-1.3278249305408787,-0.9525044255869755,-0.8000584322476119,0.7807397794174553
5.534299104632616,0.6996149064030671,-1.5639217484473669,1.746811626664543,-1.0118561733659437,-0.44281975443310534,1.592132631500251,0.8924987331805658
0.5597891985457598,0.6029173727049205,0.06441027763491242,1.1118529724501476,-0.19284446864486343,-0.8354869160235389,-0.3129134518381373,-0.5568962060179851
-1.7492759789290369,-1.5334783661062972,1.5105555082389497,0.2539811756357036,-0.6107196600525033,1.6434472111588567,-0.09311070632442159,0.0445162701027804
-0.5382577581395731,0.13408700783860647,-0.9799369252777993,0.5051833142402249,-0.27458280048945366,-0.719173258347587,-1.0170727018862997,-1.1779635415737986
