feat_0,feat_1,feat_2,feat_3
0.5651039698689462,3.3691047897461606,0.34646441507724035,-0.018852626907433147
-4.876293865172743,-2.0185545234627402,4.256268977326674,4.3648151822003936
-3.9726506582768915,0.8380925085200219,2.152908775341513,0.3884922900290322
-2.384165761825783,-0.1928680578248877,-0.32550475170713256,0.3374110104288776
-3.1320302972772893,0.48344529307520745,-1.5649186352882392,-1.643346943883567
-4.204852217383487,2.327726590993592,1.483550300148965,1.8770260293959442
-1.9653005981857457,1.6501864376619964,-0.041439519929697514,-1.3903130379364763
3.50697071044005,-2.391858983604485,-1.0054877138301919,-0.44578365201282844
-0.1738166307123476,-0.23471840606398928,0.7405525392201334,0.5964052286420435
-4.008796861900721,-0.4492871983934552,1.867083178639118,-1.7901824727163276
7.655957544071649,-3.7936876819515475,0.17498079074440112,-1.4541385844959098
4.016764218349592,0.41353774734941834,-2.1813915193453846,2.274411978269852
4.556394712303959,-0.844908323413838,-0.5986500997041833,-0.8102042802744325
-4.450245599111737,-3.029045068707384,-0.12981511024698403,-0.6299138239728744
-2.0836898002169804,0.026140565454314566,-0.31983381095173824,-1.8348110760757435
0.6959622178368641,0.827562546663936,-2.5713547913926065,0.748453573689438
2.789867275712455,0.5078559280569437,-0.5817698400775599,-0.4212450621792329
-2.946282996403311,-2.622805860391139,-0.024088690353031184,0.2501089678667539
-1.991363741930363,-0.214562512840276,-0.6693530712898511,0.05497829045393809
-4.565223086882946,-0.06147406342824982,1.260198513767187,-0.6648721304500487
-0.6687561190141461,-2.412136278475847,-1.5830589857429451,0.43752119395644284
-2.4061827363903903,0.661811178717569,-1.7280943334638552,-1.7594415240170684
-1.4189520281857724,1.5635900262080797,-0.8069908556820585,-0.7870745866459034
-4.8045614792228974,-2.206303693631377,-0.34216452829648136,-0.7083961154984824
-1.099255586094253,-0.4052901624062566,-0.9321585916384062,-1.9373569049556298
2.3319859964555545,3.830685994252102,-3.143546617540368,-0.13188713637447028
-4.138476918580866,-0.440554982482458,1.166551565378199,3.1140595901047017
-3.85336463372456,-1.9061110728792998,0.5722102768020693,-0.7269122958494577
-3.5293440084009013,1.7404288625170243,-0.13452251745287794,-1.9293909763730364
-2.929341723563555,-1.3994597831629005,1.2415657924379382,2.6576086009110957
-1.2109029047367457,-0.11170604765620724,-0.9288387831340915,-1.4161284345012228
-0.47243711723819487,2.258585048311282,0.6565865094088982,0.26532841575351734
1.4344381619201358,-2.4662000292598316,2.816887598149101,-0.7812010970588997
7.409850784186469,1.8250741083973745,-0.1700127268131594,-2.5279231500160826
-1.9886260847904973,1.4060174016561449,0.5374994892609668,-2.0111344347098847
-3.139472902023145,-2.0072547070145523,0.4114318208910145,1.71030680497345
-2.2407215822111195,2.8049663652936654,0.6449483426558273,-1.7512402862874898
2.0546989880588225,2.258443398553154,0.9642722312095268,-1.9181262257241434
2.234375847609411,4.266149699270412,1.7281889438143734,-1.5255924494108275
1.263603262466213,1.9524106957086287,-0.4107550163201813,0.5174480890096358
-4.0622850608854435,1.2236569308555116,-0.19712155819674626,-0.8157409256274684
-1.9099651376958526,-0.8889798517281078,-0.11063735585329333,0.12965093217241264
-2.2398944176534243,-0.8102326172911991,1.074630259130118,2.6924137525504355
10.970396734661099,-2.5039381414687294,0.6856932655287131,0.1453425896213202
-3.1700419765983088,-3.0093435050592556,0.1332030213277517,-0.9424968638862158
-0.919047877817924,2.3204075401604705,-2.0666860892983783,-1.0857671342199153
-2.9585217477038817,-0.6271054287410449,-0.4759171697532828,0.6579888204249634
2.478837885118895,-1.5747717785176742,1.2628172169374492,1.8493231743222036
5.534299104632616,0.6996149064030677,-1.5639217484473666,1.7468116266645433
0.5597891985457599,0.6029173727049207,0.06441027763491247,1.1118529724501478
-1.749275978929037,-1.5334783661062972,1.5105555082389497,0.25398117563570327
-0.5382577581395734,0.13408700783860653,-0.9799369252777993,0.5051833142402251
-1.259930184724007,0.5380094223211453,-2.551205488449065,-1.153441354110304
9.016362540189222,-0.778177755529489,1.304870937714973,-0.8134735268706837
3.5106993016305266,-1.067079816494133,2.8947994509929176,-0.6817916162341421
6.625227271488048,12.121020376676343,7.210232544988246,-2.9444517976858307
1.7164308090271692,-2.482161428498837,-1.692654281721446,0.6075950957967268
-3.2974446691429398,0.055675345912115634,0.543907267987331,1.119669755594278
-1.803470987650322,-0.814777254533825,-1.0088153203310786,-0.9136654055160385
-0.6219971945475536,-2.1036858538527627,-1.053383410986291,1.1435614608040605
4.723366929308137,3.2232238704527254,-1.6679758462540177,-1.8449834961972924
7.191280121364712,-6.237086070290856,2.169620879549177,2.3105602493883373
-1.8757424888556222,-1.0977886982395846,0.6897023358376743,0.9493522968018309
-0.5354300965263261,1.2423696011970726,-0.9562573609555495,-0.36497418899590894
-2.598158180807072,0.7380597966361286,-0.2585393752899166,2.467808866793929
-1.2220163394161954,1.7113568085902564,2.2325442590569744,0.9061236781287426
5.103250291413527,-3.052033962937698,3.0502632692221883,-1.1373160064092986
-2.0278882205561066,-1.1290235435994889,0.37881772418636156,-0.9935836687002609
-1.433014769999638,-4.446846592464793,0.7032654498210249,-1.9747196255104182
-0.4910501584319142,7.132340012508542,3.275610011257238,-2.7566996718179335
-2.107981580480274,-1.871571156712541,-0.8241532025255934,1.0745996942407545
6.267382099333067,-0.918758342286194,0.18991792676739158,0.9640222322509995
11.326657842543716,-3.8684337462067147,-0.715841661764722,-2.342679297948012
-0.6348031690737166,-1.4912826570600541,-0.8755629123154067,-1.6172121262430788
-2.332504266049475,2.146986587512111,2.2733568335801344,1.0563907301960325
-1.335546796144521,0.3309863898519352,2.826501593745773,0.36552195608810634
9.088334709209365,0.316302008378847,-2.4835757327112256,1.22115488643113
9.613346056817143,1.6888109823804531,-1.2804975913279384,-3.3723484466471674
-3.5170913510374113,-1.098649413223826,1.0042355047302964,-1.8796741000756179
8.125472516984605,-3.277996423164722,2.030369734720274,-1.1771018014042929
3.374752627039856,-2.2734957872128607,-0.06431041158182124,4.157704638908228
-3.246899728812045,1.3009686133280538,-0.40376602532211336,-0.11116020423894828
0.6217454679253916,0.3896603817046881,-2.4681161636382978,1.2485490190396804
-3.4061659566206344,-2.5263404701337704,0.07673889433225427,0.1531896389988673
-3.2221540751948408,-0.8139956150751195,-0.15137739591668906,-1.0413971319513682
7.793059978403933,-5.388011059730173,0.7374610660126875,-0.7012909255725961
-1.5651347787447263,-1.1575834581726665,-0.01570252280237167,1.3445224412789987
-1.9994193053198905,-2.3872021008571784,-1.6302492104185862,-1.7252278389574196
-2.034923951683224,1.8627129679070085,-2.1898196028258083,-0.5001422311388489
-4.312989521113157,-0.6677491385596747,-0.5367787711309961,-0.5089229439294972
-2.607371279170577,-1.4249551129258773,-1.8553360566352297,-0.7329233436531274
-3.0750027485672278,-0.6854687220282386,-0.9654614004929436,-0.6119085686816964
-2.560727306269215,3.221976288822342,-2.139550823223604,-0.5724306872446939
-2.7998152718266454,-0.31323274094572523,-0.5862855592081904,-0.7070133589587122
2.6382100721563226,3.3079213975801696,-2.2254745989947775,1.5105514328021075
5.92966460902629,-1.187201106090259,-0.38773823886659464,-0.9841939395630757
6.08923118078822,4.98375007120752,0.27039439137552873,-0.9827147529395094
3.9892846684821635,2.77180941258974,-2.501357344022199,2.946391693472249
-4.688067680091596,-0.37595827505216306,0.19075471209129494,1.321132157952955
-2.301972704719618,-0.03910043659686445,1.5607771883526318,-1.9594103530423104
5.239208115976848,-4.194712330784277,0.14329658909389542,-0.08882080541263312
-2.326746436133174,3.30970090108403,2.602379618723512,-1.1145869151704568
-2.552348184511306,-2.442310196823954,0.6679550325884962,1.7320810498747847
-3.3363116961898607,-2.3445221674377583,0.07210361465141388,-1.0809562937471118
-0.5365368886941895,1.7893930466865198,1.3707086508431026,0.005361420494959093
3.159904141999373,3.891568102654141,-2.9931525333972675,-0.49406312409292463
9.022629861801342,-3.6567824420996526,0.22313513134284202,-1.397118408519561
1.044450324929756,-2.217410806615685,0.7532327177927369,-0.3533354284348958
-3.50626088843179,-0.5644428311853513,0.48411394690362064,-0.12390958236598477
6.213331542174825,1.8797364416765385,-3.068698482916386,0.534897773851121
