mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
-0.7098207751673641,-0.25841699761280196,-0.6373961944248769,-0.711995812020737,1.6284304393802682,0.8472886644971156,0.166500732691203,0.19641954130009087,0.5427164158567794,1.3471505962735775,0.07888448814784366,1.0009759070319932,0.1486267613911283,-0.3024704175583533,2.510585408648133,0.3586124160820704,0.5215590568754537,1.083894759107555,-0.29885498494748913,0.485353093397265,-0.6000682344326509,-0.06586746783393652,-0.565661585221956,-0.6226134927293204,2.01922243161265,0.18620234895881696,0.18018746258949941,0.40093281143890974,-0.41407439111323247,0.44522333086529464
-0.8303313636015224,2.2311265982000617,-0.8749799402918338,-0.7790807971946186,-1.5975687589299303,-1.267717060883857,-1.0864713905421062,-1.2432317060724036,-2.658542865740025,-1.0526994942832655,-0.3376004946004448,4.9825829662289784,-0.4296650999226368,-0.4495424636078308,0.2021065601102543,-0.8825104847375375,-0.963340965525265,-1.8171767016751006,-0.09058754032270265,-0.699436374839135,-0.8973606240434349,1.9751534347733228,-0.94957443036016,-0.7793308021640589,-1.7476521391411233,-1.2293720360021538,-1.2589467532176817,-1.6927883636818992,-2.0957234488996255,-1.32341746005342
-1.0110972462527599,-0.22726989275008508,-1.0351721332143884,-0.9117796055868141,-1.0777786067725321,-1.0980963036318698,-0.8416504648946566,-0.9557671956786505,2.023789550597775,-0.6885465427213028,-0.9115688614504297,2.4820746368446005,-0.8777533170055135,-0.7323059807148617,1.233596680254538,-0.6452291157256963,-0.3668068504991348,-0.06644862295183582,-0.40184438064106454,0.23594183774355135,-1.0996846114174408,-0.3965444977912367,-1.1227057829166938,-0.909131692351249,-1.5150091180714833,-1.1656632858759364,-1.0788968792626463,-1.3642397442526308,-0.3541252930751441,-0.8866446525486793
-0.38272060656036244,-0.11158064611713708,-0.40896628815349395,-0.45365977262307045,0.07281027260618057,-0.44325510583382216,-0.7562763839488575,-0.7824087600676566,-0.16391606770639516,-0.12041317844230114,-0.7402026445904568,0.16070168999366824,-0.7264355683047515,-0.6114968000313623,-0.4532163377165362,-0.47658373838199153,-0.505688852191119,-0.24183659339458943,-0.18213366982810344,-0.5755907858248772,-0.5195515455797302,0.027481550192286958,-0.5751482346771087,-0.531239332652117,-0.10855624306603116,-0.44541398101389135,-0.6920561565955812,-0.4637622049527916,-0.2849532568773491,-0.6227939312882947
-0.8045076660799171,-1.4019607047154043,-0.8100708958868507,-0.7731961493723483,0.19131942706630864,-0.5078010577084722,-0.6853974707032086,-0.5303921685973456,-0.12822755843552777,-0.0013105213524859983,-0.874258748412562,-1.2348922128983362,-0.9440281449248396,-0.7308469326389739,-0.16812117974959404,-0.7571239851378686,-0.579619572919395,-0.4227399088198199,-0.43045254611150224,-0.34028416669778727,-0.8147794047071059,-1.5246436478369543,-0.8582654293543169,-0.7476331768659593,0.1563124716242614,-0.6472394108030533,-0.6830220435020019,-0.39899879572235986,-0.30186197683681,-0.21072427896131946
-1.826265298018103,1.3679068348619101,-1.8190736694899527,-1.3887303115818226,-1.1107811561158596,-1.0200407339229909,-1.0864713905421062,-1.2432317060724036,0.23222638520023273,1.3882204780286853,-0.06167919352970383,0.4875775942041815,-0.16515229114727367,-0.5566365923779859,1.8737409006895698,-0.838930377703323,-0.963340965525265,-1.8171767016751006,0.9312961302813306,1.0546987873378113,-1.4843066404763925,0.8074996160724262,-1.4837913778034368,-1.1186193500476285,-0.2939643433492362,-1.0563614416708422,-1.2589467532176817,-1.6927883636818992,0.1977138401472651,0.7963234938173599
-0.67538917847189,-1.034869825976242,-0.6403087797507413,-0.6613878407492124,-1.1100310981762378,-0.12258931585191263,-0.2602468316335534,-0.5604064649120849,-1.091817308748947,0.6667595551972789,-0.8655819779386394,-1.0273167799420555,-0.8378711196735297,-0.7346404576362819,0.00016415655033708172,0.7387337427932782,0.2390060189503823,0.5906653363889396,0.21952497337684138,1.037498011085831,-0.7879405084227992,-1.2999731298755348,-0.7699210063032089,-0.7187688588570753,-1.1018139231546271,0.13453017566942305,-0.04385854213126692,-0.13136918223587224,-0.5001551472704883,0.76531315008357
1.663090097095708,0.20433998891899074,1.6144483460864578,1.6571634012252894,0.5933504827031996,0.5226825693135564,0.6468067132639717,1.1969823331026495,-0.010455477841665494,-0.1135681981497838,0.5031785643226624,-0.5988692670785579,0.5163640809080964,0.6269432067820941,-0.6244714152452897,-0.12483766563655008,-0.049832626809886475,0.03913083814128644,-1.1570999490606193,-0.142819255325054,1.5408498768616758,-0.09276464251945825,1.5795070228244101,1.3569828939045119,0.4167667077363817,0.4482106629320965,0.631441411613785,0.6922202913109431,-0.5846987470677933,0.3747930586563469
0.1423612430456135,0.7427399444030949,0.19518712515442493,0.018583215114121827,-0.8295094287579601,0.5602092855197482,0.17755636907267353,-0.27656436959080066,-1.2524156004678504,-0.1696970365484322,-0.7224152651189154,-0.1661742142168446,-0.32233506886744495,-0.5449642077708845,-0.903957062002234,1.125815037458353,1.005550860185666,0.7135787388555596,-0.4922461835276479,0.20635650259014526,-0.1623877719501076,0.23000145370680591,-0.03915254046099034,-0.2588876694762664,-1.3092944163286897,0.3643193698269628,0.39519935421668667,-0.05891696643013801,-1.0320112478135341,-0.22018506179535713
-0.4687995982990467,-1.4486813620094792,-0.5354557080196151,-0.510446624107979,-1.6553232202807526,-1.176714774083842,-0.9983579685817872,-0.945934926196236,-0.684968303061059,-0.3531425083879162,-0.2790322939014667,0.531899750707302,-0.39036940549259386,-0.397308542491052,1.124706168531053,-0.8208344610232683,-0.7713006804270387,-0.5730724549136088,0.9164198842367033,0.34912294548158124,-0.6351652526505907,-1.4961642864052251,-0.7109259050039792,-0.6121656721003379,-1.6717231075965728,-1.1696146873627726,-1.1833312266244231,-1.2965191017240059,-0.9981938078946121,-0.7331697310187348
